Yoveo,376-56-8939,$7320922.66,2,2.5,Soacha
Riffpath,182-19-9650,$5865277.97,2,5.0,Bucaramanga
Quatz,278-35-5955,$1771484.83,3,4.2,Tumaco
Eidel,372-58-4701,$4793491.17,4,2.1,Tunja
Oba,152-77-0147,$6664456.66,3,4.4,Bucaramanga
Divavu,430-40-5092,$3630550.46,1,2.0,Monteria
Twitterbeat,126-92-7754,$9446064.40,2,4.5,Ocaña
Fiveclub,429-67-5750,$2024938.29,2,3.8,Fusagasuga
Jaloo,440-54-7969,$9230857.42,2,1.5,Neiva
Nlounge,671-02-9235,$2193633.89,1,1.3,Floridablanca
Yotz,223-56-8471,$3290549.23,4,1.2,Yumbo
Wikizz,114-36-8342,$346879.59,4,4.6,Barranquilla
Jabbersphere,159-88-0447,$6358920.56,5,3.0,El Aguila
Roomm,362-69-5940,$7149317.25,1,4.5,Cucuta
Voomm,160-71-0476,$3867257.80,1,1.1,Soacha
Feedspan,882-02-4101,$8560311.41,1,3.1,Giron
Skajo,349-82-5481,$7427554.29,1,2.0,Palmira
Flipbug,398-87-2324,$6222644.21,4,2.6,Girardot
Linktype,263-23-4094,$3776011.95,3,1.2,Girardot
Divanoodle,534-50-1261,$4959292.94,2,2.6,El Aguila
Oyonder,417-02-9721,$4966648.48,5,2.0,Fusagasuga
Browsetype,431-49-4242,$374096.11,3,1.6,Roldanillo
Flashspan,461-36-3297,$717466.10,4,1.7,Buga
Yamia,302-73-1575,$6870196.28,4,1.4,Girardot
Bubblebox,808-84-0923,$8569416.05,5,4.4,Neiva
Oyonder,556-63-6062,$5874860.76,3,3.6,Girardot
DabZ,120-51-1771,$2841585.42,5,4.6,Giron
Dynava,573-61-1132,$7419989.69,5,1.6,Sincelejo Quibdo
Livepath,452-86-2280,$7355783.24,4,4.5,Jamundi
Voomm,163-85-0621,$1891902.89,5,1.5,Pereira
Tekfly,463-35-9008,$702053.08,1,1.1,Tumaco
Babbleblab,549-46-6619,$4578806.97,5,4.4,Soacha
Dynabox,567-95-1022,$1605515.50,3,4.7,Yopal
Jetwire,209-81-1325,$4388658.84,4,3.6,Envigado
Snaptags,470-85-2489,$8564978.55,4,2.4,Popayan
Thoughtbridge,158-05-2203,$7815274.84,5,2.7,Leticia
Lazz,638-52-6913,$702016.08,5,3.8,Giron
Skipfire,620-97-0541,$6374200.84,1,4.9,Floridablanca
Oyope,344-67-3062,$5054024.52,5,3.3,Ocaña
Wikibox,422-59-5868,$5721649.96,2,4.0,Sincelejo Quibdo
Feedbug,879-03-1428,$9082057.00,2,1.7,Valledupar
Wordtune,725-27-2469,$8932232.58,2,2.9,Roldanillo
Realpoint,846-65-6563,$6524062.93,5,1.0,Riohacha
Twitterwire,818-66-7709,$8261651.85,3,1.7,Ipiales
Skipstorm,641-05-4483,$5603490.82,5,3.9,Itagui
Quire,375-08-0610,$8545310.06,3,2.8,Barrancabermeja
Brainsphere,871-36-5483,$8260949.40,3,2.1,Tumaco
Quimba,414-67-4819,$2155976.06,3,4.3,Floridablanca
Brainbox,547-49-8605,$9748888.61,2,4.7,Valledupar
Yamia,499-19-0101,$2988403.63,2,1.2,Riohacha
Tagfeed,898-61-8446,$2564382.45,5,2.4,Cucuta
Topicstorm,660-55-6809,$1711228.71,2,1.7,Floridablanca
Browseblab,830-67-1962,$6539819.35,2,1.7,Girardot
Skivee,276-10-6499,$8179933.81,5,3.8,Palmira
Trudeo,454-12-5336,$9512609.60,5,4.5,Tunja
Midel,141-66-5091,$7196223.17,3,2.4,Fusagasuga
Zooveo,200-70-5274,$4741227.50,2,4.7,Manizales
Oodoo,464-57-5425,$8691743.18,1,4.2,Duitama
Kazio,597-97-8540,$2097954.35,1,3.7,Bogota
Devcast,190-12-8722,$3499085.53,4,2.4,Buenaventura
Skaboo,395-97-2443,$2676645.66,4,3.0,Zipaquira
Flashpoint,642-81-8652,$4102015.01,4,2.1,Floridablanca
Gabvine,224-21-4197,$6666209.82,3,2.0,Palmira
Oyoba,247-40-4009,$2147167.39,1,4.8,Yumbo
Kanoodle,622-73-7238,$1471242.14,2,3.5,Envigado
Livefish,251-95-5757,$531567.34,1,5.0,Duitama
Realfire,849-96-8280,$5415610.85,5,1.3,Villavicencio
Camimbo,363-71-0837,$9368191.46,1,1.7,Maicao
Flipstorm,287-56-4375,$3365383.66,2,2.1,Armenia
Centizu,830-10-2059,$9778516.30,4,1.1,El Aguila
Wordware,547-03-6673,$9140288.26,3,1.5,Florencia
Gigaclub,874-81-3474,$8078462.24,3,1.2,Popayan
Mydeo,838-68-0913,$3494599.36,1,3.6,Neiva
Meedoo,142-51-0352,$5117570.65,4,2.6,Leticia
Tagopia,211-23-1734,$2313679.33,5,2.1,Cartagena
Divape,715-40-2969,$6614453.88,5,2.1,Medellin
Roombo,338-70-9684,$2567245.55,1,2.8,Puerto Carreño
Devshare,366-24-4033,$2698925.06,2,1.6,Ibague
Ailane,723-34-2954,$9178216.72,2,2.8,Pasto
Divanoodle,606-85-0772,$6654152.71,4,4.9,Fusagasuga
Realbridge,293-97-5924,$1098770.47,4,1.4,Armenia
Snaptags,121-87-4746,$8956315.18,5,4.0,Tulua
Youbridge,631-34-9970,$3834286.58,2,2.0,Fusagasuga
Yodo,786-40-0917,$7059466.13,1,3.9,Ipiales
Oyonder,562-72-2502,$4130790.13,4,3.2,Roldanillo
Mydo,576-87-2942,$8328636.72,3,2.5,Valledupar
Oozz,540-94-3739,$5581026.48,2,3.0,Valledupar
Twimm,867-19-0474,$9820022.14,3,3.0,Armenia
Bubblebox,160-79-7477,$8660332.08,4,4.8,Girardot
Edgewire,329-26-5774,$8584700.33,3,1.4,Bogota
Livepath,866-47-7182,$7101327.08,4,2.8,Jamundi
Wikido,885-25-1797,$4992217.59,1,2.2,Tumaco
Devcast,734-85-5788,$7572858.46,2,4.0,Zipaquira
Eidel,356-25-7250,$4181319.13,3,4.4,Yopal
Innotype,244-98-0279,$9216543.84,1,2.0,Palmira
Babbleset,340-51-5055,$9576113.51,4,1.3,Itagui
Jabbersphere,170-21-2097,$5531156.58,2,1.6,Soledad
Topicshots,595-96-2239,$1325423.90,1,4.2,Barranquilla
Skiptube,110-27-5432,$9747106.32,3,3.7,Tunja
Fadeo,281-66-1718,$6897442.39,3,4.6,Soacha
Camimbo,625-17-5255,$8260207.03,5,4.5,Manizales
Roodel,501-37-6938,$219571.90,4,3.6,Soledad
Skiba,121-23-1039,$2949575.21,5,3.1,Riohacha
Dynabox,569-40-8538,$1592950.79,3,2.5,Valledupar
Gigaclub,776-53-5681,$3977608.92,2,3.4,Villavicencio
JumpXS,731-20-9656,$8402805.80,3,2.6,Tumaco
Jayo,145-23-1314,$1005485.10,3,3.3,Bellavista
Bubbletube,233-45-6713,$4877077.47,4,4.5,Itagui
Youspan,625-05-7553,$8455748.37,1,4.5,Yumbo
Jabbertype,596-24-9360,$9556258.37,1,4.0,Fusagasuga
Youspan,185-51-8182,$4565632.63,1,3.5,Bogota
Ntag,857-81-8561,$3138875.45,2,2.1,Jamundi
Npath,397-07-9899,$804028.47,2,2.2,Medellin
Jabberstorm,814-07-3831,$812670.16,2,1.8,Buga
Eabox,243-66-8113,$6804488.38,2,2.8,Duitama
Pixoboo,165-42-1970,$9718454.98,3,3.8,Popayan
Eidel,581-92-6240,$692895.73,5,1.2,Yumbo
Lazzy,268-06-5250,$3622128.41,1,2.9,Floridablanca
Meevee,301-71-5101,$9780059.96,3,2.9,Santa Marta
Eayo,204-97-1742,$5738112.65,3,3.1,Villavicencio
Realblab,640-42-1412,$7135853.70,4,3.8,Duitama
Fliptune,814-20-9260,$2788710.85,5,3.2,El Aguila
Buzzbean,248-97-1023,$3156180.77,3,4.6,Leticia
Thoughtblab,813-62-4347,$1056338.23,3,4.4,Fusagasuga
Innotype,629-90-2552,$6741108.60,2,1.1,Roldanillo
Skipstorm,577-77-5039,$1196092.57,3,3.3,Ibague
Skipstorm,510-76-6714,$7935446.86,2,4.8,Cali
Brainlounge,783-28-5649,$7313973.27,2,3.1,Bogota
Photojam,776-38-2194,$5043545.60,4,4.0,Soledad
Skiba,159-97-6750,$9935622.26,1,1.6,Cali
Topicblab,809-41-4390,$7942950.09,2,4.6,Leticia
Flipstorm,308-54-7899,$626258.26,4,2.2,Soacha
Skibox,884-65-3342,$1867912.59,2,4.9,Ipiales
Photobug,208-93-1443,$5359715.50,4,4.5,Floridablanca
Babbleopia,440-90-7258,$9574411.35,4,3.3,Ipiales
Blogtags,762-90-9842,$7291854.84,3,4.5,Maicao
Tagopia,266-63-3935,$4788191.90,5,3.9,Itagui
Gabtune,656-69-7072,$6563042.81,1,1.4,Palmira
Skimia,854-79-3334,$5151310.12,5,2.1,Ipiales
Buzzster,334-84-6913,$7883239.48,2,2.9,Floridablanca
Zoomcast,294-42-1605,$5624536.39,2,2.6,Bello
Leexo,470-63-2393,$464739.48,2,4.5,Soledad
Skippad,898-06-3384,$9577890.12,1,4.7,Cucuta
Roodel,100-62-1138,$8169981.26,3,2.4,Soacha
Babbleblab,569-95-5659,$1162958.00,2,4.0,Ibague
Gabtype,112-09-7651,$5040015.95,4,3.1,Bello
Oloo,713-08-3179,$2696507.89,1,2.7,Ibague
Voolia,530-55-1834,$3659082.85,4,4.4,Jamundi
Dazzlesphere,317-76-4693,$3079064.74,5,3.1,Buga
Jayo,229-16-6732,$9670766.72,4,1.9,Itagui
Brainlounge,756-07-1883,$8207903.45,2,2.5,Barrancabermeja
Kwideo,311-16-8362,$7870816.71,5,1.0,Bucaramanga
Oodoo,374-67-2773,$961473.30,5,2.2,Buga
Yakijo,649-10-5407,$2008481.98,4,3.4,Bucaramanga
Linklinks,473-40-0102,$9416564.14,1,4.0,Jamundi
DabZ,357-75-0693,$9115112.79,1,2.7,Itagui
Plambee,213-20-5665,$9632299.89,1,2.4,Pasto
Skipstorm,710-30-1566,$1611203.33,3,3.9,Monteria
Flipbug,732-69-9854,$141002.32,2,3.9,Monteria
Zoovu,710-35-2064,$2223682.41,2,3.7,Leticia
Mynte,166-06-2155,$1664747.74,4,3.1,Puerto Carreño
JumpXS,226-52-7424,$8417334.88,1,3.1,Medellin
Innojam,343-18-0536,$2122464.02,4,2.6,Cali
Dabshots,787-40-0834,$4106371.18,2,2.8,Floridablanca
Wordify,632-13-6116,$8595782.39,2,2.9,Jamundi
Topicstorm,210-76-4360,$9339436.78,4,2.7,Barranquilla
Eidel,231-92-2139,$5878375.22,5,1.7,Palmira
Feedspan,540-81-4656,$4676017.28,1,2.6,Tunja
Innotype,587-40-8357,$5657920.35,3,3.6,Girardot
Tazzy,778-97-2952,$2724327.03,4,3.6,El Aguila
Blogpad,614-77-1065,$5992155.72,2,4.3,Leticia
Divape,379-22-3709,$6020260.65,1,1.6,Neiva
Eadel,203-34-0967,$1840591.14,1,4.8,Buga
Snaptags,385-50-5615,$4110239.52,2,1.7,Yopal
Rhycero,881-58-2665,$2969372.55,5,1.5,Floridablanca
Brainsphere,452-16-8751,$8433701.18,4,3.2,Valledupar
Babbleopia,167-01-5617,$9254573.68,1,3.2,Bellavista
Meeveo,731-36-7193,$3557561.14,2,1.3,Barranquilla
Shufflester,705-36-6439,$3763507.95,5,1.1,El Aguila
Demizz,812-16-6856,$1734927.55,1,4.4,Medellin
Mydeo,564-87-1752,$6085284.70,4,2.9,Maicao
Zoozzy,215-85-1471,$6236468.43,1,2.3,Jamundi
Yozio,240-75-3882,$8326012.74,1,4.6,Pereira
Skibox,805-95-9459,$9644565.38,3,4.2,Armenia
Miboo,241-46-5597,$1122861.89,2,3.3,Zipaquira
Einti,753-99-9429,$6079052.27,2,2.9,Giron
Realcube,524-32-9766,$5083750.79,5,2.8,Fusagasuga
Aimbo,683-02-4352,$2706732.79,5,3.2,Tunja
Rhycero,775-99-9209,$4302027.99,2,1.0,Pereira
Topicstorm,133-59-7355,$8963222.81,1,2.8,Maicao
Meemm,159-68-5487,$5729771.07,4,3.6,Mompos
Kwilith,800-30-4754,$2414855.70,3,3.5,Roldanillo
Flipopia,636-31-6453,$4794628.08,5,4.1,Soacha
Oyonder,445-02-8208,$266869.16,1,4.3,Roldanillo
Browsedrive,202-84-4194,$6861079.69,1,4.9,Soacha
Photobean,728-42-3477,$1920649.85,4,4.0,Fusagasuga
Riffwire,135-33-1706,$7542005.97,5,1.0,Yumbo
Quimba,858-66-2563,$3097499.07,2,1.5,Santa Marta
Photospace,887-40-7528,$4135409.82,4,4.2,Mocoa
Digitube,151-95-3300,$9878397.29,3,3.8,Mocoa
Topiclounge,621-83-0785,$5477521.25,5,1.8,Palmira
Lazz,386-68-6336,$2833260.52,3,4.9,Girardot
Innotype,752-13-7301,$6618995.97,1,4.6,Popayan
Dabfeed,642-66-3451,$8625133.28,5,4.1,Florencia
Devcast,807-53-0537,$8912132.95,1,3.5,Cali
Dablist,131-71-4951,$9041287.76,4,2.9,Barranquilla
Zoomlounge,402-22-8564,$6213642.08,2,1.8,Envigado
Tambee,720-03-9323,$4932646.97,5,4.2,Palmira
Demimbu,573-10-7276,$8381436.28,5,2.9,Cali
Zoovu,517-68-1462,$4715606.96,3,1.2,Bogota
Tavu,805-25-2566,$2967382.54,4,2.8,Palmira
Livefish,759-79-1647,$4776762.53,2,2.1,Ipiales
Feedfish,284-98-8159,$829997.80,5,3.6,Tunja
Centizu,312-48-4275,$6131161.25,2,2.0,Cartagena
Riffwire,804-71-3854,$3624342.66,2,4.5,Villavicencio
Youtags,617-81-6289,$9351926.71,3,1.6,Barrancabermeja
Topicblab,543-76-8769,$9822060.68,3,1.6,Ipiales
Browsecat,243-50-6208,$7990896.09,1,2.3,Giron
Trunyx,304-27-6124,$7214909.49,5,1.5,Yopal
Dabfeed,749-75-7857,$4602189.24,5,1.0,Sincelejo Quibdo
Shufflebeat,434-10-8311,$3464808.73,3,4.7,Cucuta
Podcat,584-02-2349,$3154997.82,5,4.5,Bellavista
Tagopia,871-65-0039,$7385428.57,1,4.9,Monteria
Quinu,111-64-7352,$1110388.56,3,4.2,Villavicencio
Skipfire,366-31-3740,$7433019.40,3,4.0,Buenaventura
Photojam,399-30-9189,$6760156.62,1,1.7,Giron
Flipstorm,212-73-1495,$6268943.71,1,2.6,Yumbo
Mynte,238-64-4262,$9377517.82,5,1.3,Manizales
Bubblemix,649-69-5906,$682005.70,1,1.3,Leticia
Avamm,839-37-7599,$5076022.85,1,2.7,Jamundi
Browsezoom,559-92-0842,$6014397.12,4,4.6,Puerto Carreño
Tekfly,729-94-1683,$3056465.53,1,2.5,Fusagasuga
Yodoo,424-76-9423,$3067440.47,2,3.0,Maicao
Dabfeed,407-57-9379,$4234158.43,4,3.7,Soledad
Flashset,396-73-6593,$2471070.18,3,3.4,Yopal
Voolith,232-03-6556,$6551481.16,2,2.2,Neiva
LiveZ,381-26-8130,$6779473.88,3,2.7,Giron
Brightbean,473-11-6968,$7932752.20,5,3.7,Ipiales
Jaxworks,110-15-7957,$990378.56,3,2.8,Girardot
Thoughtsphere,761-09-1520,$9177478.19,5,3.1,Popayan
Skyba,573-96-1917,$973545.30,5,3.6,Bello
Dynava,403-08-5753,$1257919.97,2,4.5,Soacha
Cogibox,306-14-3194,$3172374.66,3,4.5,Valledupar
Tanoodle,349-97-2370,$1897133.72,1,4.4,Giron
Voolith,403-15-5803,$6998845.68,4,2.4,Roldanillo
Bubblemix,248-74-1209,$9408594.28,4,4.2,Valledupar
Topiczoom,849-07-4018,$4744722.57,3,1.3,Popayan
Rooxo,857-36-4680,$9866345.13,4,1.9,Roldanillo
Edgeblab,199-59-6302,$2378145.78,1,3.0,Neiva
Brightdog,825-11-1146,$9672716.36,4,4.0,Bucaramanga
Feedspan,844-44-0802,$9009880.20,5,4.5,Mocoa
Twitternation,786-82-6737,$6795450.22,4,4.4,Leticia
